machine_id,type,install_date,region,status
M1195,Compressor,2024-09-28,East,Active
M1196,Welder,2023-08-03,East,Active
M1197,Mixer,2023-01-07,West,Inactive
M1198,CNC-Machine,2023-12-31,North,Inactive
M1199,Packaging Unit,2024-10-04,North,Active
M1200,Compressor,2025-05-30,West,Inactive
M1201,Drill,2025-04-04,East,Inactive
M1202,Compressor,2024-04-14,East,Inactive
M1203,Compressor,2024-12-09,South,Inactive
M1204,Packaging Unit,2022-09-09,West,Inactive
M1205,Welder,2025-03-18,North,Inactive
M1206,Laser Cutter,2025-02-16,East,Active
M1207,Drill,2024-08-06,South,Active
M1208,Press,2024-08-08,North,Active
M1209,Press,2023-10-28,East,Inactive
M1210,Conveyor,2024-06-02,South,Active
M1211,Packaging Unit,2022-08-23,North,Active
M1212,Compressor,2024-10-06,West,Inactive
M1213,Grinder,2023-09-20,East,Active
M1214,Lathe,2024-10-26,West,Inactive
M1215,Furnace,2025-07-04,South,Inactive
M1216,Furnace,2025-01-14,East,Active
M1217,Furnace,2025-02-22,North,Inactive
M1218,CNC-Machine,2025-06-04,North,Inactive
M1219,Furnace,2023-10-21,South,Active
M1220,Conveyor,2022-07-22,East,Inactive
M1221,3D Print,2023-04-18,East,Active
M1222,Press,2025-03-06,North,Active
M1223,Grinder,2022-12-07,East,Active
M1224,Mixer,2025-06-18,South,Active
M1225,Laser Cutter,2022-10-19,West,Active
M1226,Mixer,2023-08-04,West,Inactive
M1227,Lathe,2023-12-25,North,Active
M1228,Drill,2024-12-30,North,Inactive
M1229,CNC-Machine,2023-04-30,West,Inactive
M1230,Packaging Unit,2023-05-16,South,Inactive
M1231,Laser Cutter,2023-10-26,West,Inactive
M1232,Conveyor,2022-10-08,North,Active
M1233,Conveyor,2022-10-10,West,Active
M1234,CNC-Machine,2024-11-24,North,Inactive
M1235,Compressor,2024-09-07,North,Active
M1236,Furnace,2023-02-15,North,Active
M1237,Welder,2022-08-07,South,Active
M1238,Mixer,2023-04-22,North,Inactive
M1239,Welder,2022-12-01,South,Active
M1240,Welder,2023-04-30,North,Inactive
M1241,Lathe,2025-05-11,East,Active
M1242,Furnace,2023-07-13,South,Active
M1243,Drill,2023-11-15,North,Inactive
M1244,Grinder,2024-05-07,South,Active
M1245,Furnace,2022-09-17,North,Active
M1246,Pump,2025-03-27,North,Active
M1247,Press,2025-06-03,West,Inactive
M1248,Conveyor,2025-04-30,South,Active
M1249,CNC-Machine,2025-05-01,South,Active
M1250,Lathe,2025-04-02,West,Active
M1251,Pump,2024-01-11,North,Active
M1252,Welder,2025-06-21,West,Inactive
M1253,Furnace,2023-10-06,West,Inactive
M1254,Furnace,2025-05-19,East,Active
M1255,Grinder,2024-04-05,South,Inactive
M1256,Grinder,2024-02-25,East,Active
M1257,Pump,2024-03-29,East,Active
M1258,CNC-Machine,2024-05-25,East,Inactive
M1259,Packaging Unit,2022-09-19,North,Active
M1260,Pump,2022-12-07,East,Active
M1261,Laser Cutter,2023-06-28,West,Inactive
M1262,Laser Cutter,2023-02-05,West,Active
M1263,Conveyor,2024-11-04,West,Active
M1264,CNC-Machine,2024-10-10,East,Active
M1265,Mixer,2025-04-15,North,Active
M1266,Furnace,2024-05-06,East,Inactive
M1267,Compressor,2023-07-10,East,Active
M1268,Welder,2023-08-08,South,Active
M1269,Packaging Unit,2023-06-14,West,Active
M1270,Mixer,2023-07-03,East,Active
M1271,Furnace,2023-06-28,East,Active
M1272,Laser Cutter,2023-12-10,South,Inactive
M1273,Packaging Unit,2023-07-19,North,Active
M1274,3D Print,2024-09-24,South,Inactive
M1275,CNC-Machine,2024-02-24,North,Active
M1276,Drill,2024-06-05,North,Active
M1277,Pump,2022-10-10,North,Active
M1278,Furnace,2023-10-30,South,Active
M1279,Furnace,2023-08-08,East,Active
M1280,Drill,2023-06-28,South,Inactive
M1281,Welder,2023-06-11,North,Inactive
M1282,Furnace,2024-02-26,North,Active
M1283,Lathe,2024-07-03,North,Active
M1284,Drill,2024-12-26,East,Inactive
M1285,3D Print,2024-04-23,South,Active
M1286,Packaging Unit,2023-10-14,South,Active
M1287,3D Print,2023-03-26,North,Active
M1288,Press,2023-12-25,South,Inactive
M1289,3D Print,2022-07-18,South,Active
M1290,Conveyor,2024-04-11,East,Active
M1291,Press,2024-10-07,West,Active
M1292,3D Print,2025-04-20,North,Inactive
M1293,Laser Cutter,2024-04-18,East,Active
M1294,Packaging Unit,2024-05-20,East,Inactive
M1295,Laser Cutter,2023-10-28,North,Active
M1296,Welder,2024-10-23,North,Active
M1297,Lathe,2025-06-24,West,Inactive
M1298,3D Print,2024-05-29,West,Active
M1299,Lathe,2022-10-29,West,Active
M1300,Packaging Unit,2023-02-02,East,Active
M1301,Press,2024-09-01,East,Active
M1302,Press,2024-02-28,East,Inactive
M1303,Packaging Unit,2023-08-21,North,Inactive
M1304,Laser Cutter,2023-11-21,South,Inactive
M1305,Laser Cutter,2025-02-12,South,Inactive
M1306,3D Print,2024-09-25,East,Active
M1307,Pump,2025-02-19,West,Inactive
M1308,Furnace,2025-02-04,South,Inactive
M1309,Packaging Unit,2023-12-14,East,Active
M1310,Press,2024-03-30,East,Inactive
M1311,Drill,2023-02-22,West,Active
M1312,Drill,2022-10-02,West,Inactive
M1313,Drill,2024-05-05,North,Active
M1314,CNC-Machine,2023-05-05,South,Active
M1315,Packaging Unit,2025-06-22,East,Inactive
M1316,Conveyor,2023-01-21,South,Active
M1317,Grinder,2025-07-14,West,Active
M1318,Laser Cutter,2023-12-20,South,Active
M1319,Press,2025-06-22,East,Active
M1320,Compressor,2025-04-20,West,Inactive
M1321,CNC-Machine,2022-11-03,North,Inactive
M1322,3D Print,2023-07-09,South,Inactive
M1323,Lathe,2025-06-15,South,Inactive
M1324,Press,2022-08-21,West,Inactive
M1325,Drill,2023-03-31,North,Inactive
M1326,Drill,2023-05-09,West,Inactive
M1327,Lathe,2024-10-23,North,Inactive
M1328,Mixer,2025-02-24,West,Inactive
M1329,Packaging Unit,2024-12-09,North,Active
M1330,Conveyor,2024-10-23,South,Inactive
M1331,Mixer,2024-05-17,East,Inactive
M1332,3D Print,2025-06-20,North,Active
M1333,Compressor,2023-07-30,East,Inactive
M1334,3D Print,2023-01-24,North,Inactive
M1335,Grinder,2023-05-19,East,Inactive
M1336,Press,2024-09-13,East,Inactive
M1337,Welder,2025-03-18,North,Active
M1338,Mixer,2024-12-02,East,Active
M1339,CNC-Machine,2024-07-28,South,Inactive
M1340,Packaging Unit,2022-07-28,West,Inactive
M1341,CNC-Machine,2024-07-19,South,Active
M1342,Lathe,2024-10-19,West,Inactive
M1343,3D Print,2023-05-29,East,Inactive
M1344,CNC-Machine,2025-05-08,West,Active
M1345,Laser Cutter,2023-06-04,West,Inactive
M1346,3D Print,2024-12-07,North,Active
M1347,Conveyor,2023-01-21,East,Active
M1348,Grinder,2022-11-30,East,Inactive
M1349,Compressor,2024-12-08,North,Inactive
M1350,Pump,2025-07-09,West,Active
M1351,Press,2025-03-29,East,Inactive
M1352,Welder,2022-09-20,North,Active
M1353,Packaging Unit,2024-12-23,South,Active
M1354,Drill,2025-02-01,West,Active
M1355,Grinder,2024-04-07,East,Inactive
M1356,Conveyor,2023-02-09,North,Active
M1357,Mixer,2023-07-26,South,Inactive
M1358,Furnace,2025-01-30,South,Active
M1359,Grinder,2024-09-22,South,Active
M1360,Lathe,2024-09-20,West,Inactive
M1361,Grinder,2025-04-18,East,Inactive
M1362,Compressor,2023-01-23,West,Inactive
M1363,Conveyor,2025-07-07,West,Active
M1364,3D Print,2022-08-10,South,Inactive
M1365,Welder,2024-06-28,West,Active
M1366,Grinder,2023-09-13,East,Active
M1367,Grinder,2024-05-20,West,Active
M1368,Laser Cutter,2024-04-30,South,Inactive
M1369,Packaging Unit,2022-08-09,North,Inactive
M1370,Furnace,2024-03-30,West,Active
M1371,Pump,2025-02-14,West,Active
M1372,3D Print,2023-07-23,East,Inactive
M1373,3D Print,2024-03-23,South,Active
M1374,Packaging Unit,2023-09-01,North,Active
M1375,Furnace,2023-02-10,South,Active
M1376,Lathe,2024-03-01,North,Active
M1377,Lathe,2024-08-28,East,Inactive
M1378,Press,2025-06-25,West,Active
M1379,Drill,2023-02-11,North,Active
M1380,Welder,2024-03-22,North,Inactive
M1381,Press,2025-07-04,East,Inactive
M1382,CNC-Machine,2022-12-04,East,Active
M1383,Packaging Unit,2025-06-24,West,Active
M1384,Pump,2023-10-03,West,Active
M1385,Laser Cutter,2022-12-20,South,Inactive
M1386,Packaging Unit,2024-06-21,West,Active
M1387,Grinder,2025-05-11,West,Inactive
M1388,Mixer,2022-08-09,East,Active
M1389,Lathe,2025-01-13,North,Active
M1390,Mixer,2024-12-01,East,Active
M1391,Lathe,2025-07-14,West,Inactive
M1392,Press,2024-12-22,South,Inactive
M1393,Grinder,2023-01-19,West,Inactive
M1394,Press,2025-01-13,South,Active
M1395,Mixer,2022-11-02,East,Inactive
M1396,Lathe,2024-08-13,East,Active
M1397,Conveyor,2024-01-15,North,Inactive
M1398,Packaging Unit,2024-11-26,West,Inactive
M1399,Furnace,2024-12-24,South,Inactive
M1400,Mixer,2023-08-13,West,Active
M1401,Furnace,2023-10-28,West,Inactive
M1402,Compressor,2022-11-26,West,Inactive
M1403,Grinder,2022-08-12,East,Active
M1404,Mixer,2024-12-02,West,Inactive
M1405,CNC-Machine,2024-12-26,East,Inactive
M1406,Press,2022-08-22,West,Inactive
M1407,Press,2023-10-28,East,Active
M1408,Laser Cutter,2025-06-11,West,Inactive
M1409,Press,2024-07-23,North,Inactive
M1410,Press,2023-10-03,North,Active
M1411,CNC-Machine,2024-06-22,North,Active
M1412,Welder,2025-03-10,South,Inactive
M1413,Lathe,2023-01-01,South,Active
M1414,CNC-Machine,2022-09-08,West,Inactive
M1415,Pump,2023-09-12,South,Active
M1416,Press,2023-03-28,West,Active
M1417,Packaging Unit,2023-04-14,East,Active
M1418,Conveyor,2024-01-09,West,Inactive
M1419,Pump,2023-08-30,East,Inactive
M1420,Mixer,2025-01-22,South,Active
M1421,Press,2024-08-22,South,Inactive
M1422,Compressor,2023-07-22,South,Active
M1423,Drill,2025-06-15,West,Inactive
M1424,Compressor,2024-04-02,North,Inactive
M1425,Welder,2023-11-12,West,Active
M1426,Drill,2022-09-16,North,Inactive
M1427,Compressor,2023-11-04,East,Inactive
M1428,Compressor,2023-06-28,West,Inactive
M1429,Mixer,2024-03-13,East,Active
M1430,CNC-Machine,2022-08-22,North,Inactive
M1431,Mixer,2023-12-12,North,Inactive
M1432,3D Print,2025-05-28,North,Inactive
M1433,Furnace,2025-03-28,East,Active
M1434,Conveyor,2024-12-18,North,Active
M1435,Drill,2025-05-18,East,Active
M1436,Conveyor,2025-01-22,North,Active
M1437,Compressor,2023-04-30,West,Inactive
M1438,CNC-Machine,2023-06-05,South,Inactive
M1439,Pump,2024-10-23,West,Inactive
M1440,Grinder,2024-07-31,South,Active
M1441,CNC-Machine,2023-03-22,East,Active
M1442,Conveyor,2022-09-16,South,Inactive
M1443,Welder,2023-04-07,South,Inactive
M1444,Mixer,2023-09-12,South,Active
M1445,Packaging Unit,2023-04-17,South,Active
M1446,Drill,2022-11-29,West,Active
M1447,Press,2022-08-09,West,Inactive
M1448,Furnace,2025-02-12,West,Inactive
M1449,3D Print,2024-04-01,North,Active
M1450,Lathe,2024-01-13,East,Inactive
M1451,Grinder,2025-03-21,East,Inactive
M1452,Furnace,2023-03-28,East,Active
M1453,Drill,2023-03-08,West,Inactive
M1454,Pump,2025-02-25,East,Active
M1455,CNC-Machine,2022-11-11,North,Inactive
M1456,Welder,2024-12-01,South,Active
M1457,Compressor,2023-07-22,West,Active
M1458,Conveyor,2024-05-02,South,Active
M1459,CNC-Machine,2025-05-24,West,Inactive
M1460,Lathe,2025-03-28,East,Active
M1461,Lathe,2024-02-20,East,Active
M1462,Conveyor,2024-12-19,North,Inactive
M1463,CNC-Machine,2025-01-07,North,Inactive
M1464,Packaging Unit,2024-03-06,East,Inactive
M1465,Drill,2024-11-29,South,Inactive
M1466,Mixer,2022-11-04,South,Inactive
M1467,Mixer,2023-12-08,East,Active
M1468,Compressor,2025-06-02,South,Inactive
M1469,CNC-Machine,2022-10-27,South,Active
M1470,Press,2025-05-04,South,Active
M1471,Grinder,2025-01-01,East,Active
M1472,Press,2025-05-10,East,Inactive
M1473,3D Print,2022-09-26,South,Active
M1474,3D Print,2024-01-28,North,Active
M1475,Conveyor,2022-10-04,South,Active
M1476,Lathe,2023-01-07,West,Active
M1477,Welder,2025-03-26,South,Inactive
M1478,Grinder,2024-08-22,North,Active
M1479,Press,2022-11-16,South,Inactive
M1480,Laser Cutter,2023-01-19,East,Inactive
M1481,Conveyor,2025-05-11,North,Active
M1482,Furnace,2024-07-11,North,Active
M1483,Lathe,2023-06-08,South,Active
M1484,Laser Cutter,2025-02-03,South,Inactive
M1485,Press,2024-07-16,West,Inactive
M1486,Compressor,2023-03-07,East,Active
M1487,Pump,2023-07-07,East,Active
M1488,Conveyor,2022-12-14,East,Active
M1489,CNC-Machine,2023-01-11,West,Inactive
M1490,CNC-Machine,2025-01-22,West,Inactive
M1491,Grinder,2024-08-27,West,Active
M1492,Mixer,2025-01-06,West,Inactive
M1493,Packaging Unit,2025-02-01,North,Inactive
M1494,Laser Cutter,2023-11-10,South,Inactive
M1495,Mixer,2024-04-26,North,Inactive
M1496,Laser Cutter,2022-07-24,North,Inactive
M1497,CNC-Machine,2022-09-04,South,Active
M1498,3D Print,2025-04-24,South,Inactive
M1499,Pump,2023-08-10,East,Active
M1500,Press,2023-03-24,West,Inactive
M1501,3D Print,2023-11-07,North,Inactive
M1502,Welder,2023-09-01,East,Inactive
M1503,3D Print,2025-02-17,West,Active
M1504,Packaging Unit,2023-09-13,West,Inactive
M1505,Lathe,2024-06-15,South,Inactive
M1506,Mixer,2023-04-27,East,Active
M1507,CNC-Machine,2024-05-24,South,Inactive
M1508,3D Print,2023-02-18,North,Inactive
M1509,Welder,2023-02-24,North,Active
M1510,3D Print,2024-03-26,East,Active
M1511,Furnace,2023-11-07,West,Inactive
M1512,Laser Cutter,2022-10-14,North,Inactive
M1513,Conveyor,2023-04-18,South,Active
M1514,Mixer,2023-01-17,North,Active
M1515,Packaging Unit,2024-10-26,West,Inactive
M1516,Drill,2023-02-08,East,Active
M1517,Press,2024-02-08,East,Inactive
M1518,CNC-Machine,2024-08-12,West,Inactive
M1519,Drill,2024-09-17,West,Active
M1520,Compressor,2022-09-04,South,Inactive
M1521,Grinder,2022-08-15,West,Inactive
M1522,3D Print,2023-04-29,West,Active
M1523,Mixer,2024-12-27,North,Active
M1524,Laser Cutter,2025-01-06,South,Inactive
M1525,Packaging Unit,2022-12-20,North,Inactive
M1526,Grinder,2023-09-05,East,Active
M1527,Mixer,2024-12-22,South,Inactive
M1528,CNC-Machine,2023-08-13,North,Active
M1529,Conveyor,2022-09-20,North,Inactive
M1530,Lathe,2025-04-11,South,Active
M1531,Pump,2023-09-15,East,Active
M1532,Press,2024-04-02,West,Inactive
M1533,Grinder,2022-08-16,West,Active
M1534,Compressor,2025-06-27,South,Inactive
M1535,Lathe,2023-11-23,East,Active
M1536,Lathe,2024-05-06,North,Inactive
M1537,Furnace,2023-06-08,North,Active
M1538,Lathe,2023-11-04,East,Inactive
M1539,Drill,2023-11-18,South,Inactive
M1540,Drill,2024-07-11,West,Active
M1541,Laser Cutter,2024-03-27,East,Inactive
M1542,Conveyor,2024-08-04,East,Inactive
M1543,CNC-Machine,2024-02-02,North,Active
M1544,Lathe,2024-09-05,West,Active
M1545,Laser Cutter,2024-04-08,West,Inactive
M1546,Packaging Unit,2022-11-18,North,Inactive
M1547,3D Print,2023-12-24,South,Active
M1548,3D Print,2023-11-23,West,Inactive
M1549,Furnace,2023-12-02,South,Inactive
M1550,Lathe,2024-05-15,North,Inactive
M1551,Compressor,2024-04-27,East,Inactive
M1552,Furnace,2024-06-28,North,Active
M1553,Compressor,2023-02-24,West,Active
M1554,Furnace,2025-05-22,West,Active
M1555,Pump,2023-04-21,South,Inactive
M1556,CNC-Machine,2023-12-23,South,Active
M1557,Press,2023-03-15,East,Active
M1558,Mixer,2024-03-23,South,Active
M1559,Grinder,2022-07-20,West,Active
M1560,Laser Cutter,2023-02-02,West,Active
M1561,Lathe,2025-07-08,West,Active
M1562,Drill,2025-05-23,South,Inactive
M1563,Welder,2022-10-08,North,Inactive
M1564,Pump,2022-08-16,West,Inactive
M1565,Mixer,2024-06-12,South,Active
M1566,3D Print,2024-12-08,East,Inactive
M1567,Conveyor,2024-06-25,West,Active
M1568,Welder,2023-04-29,East,Active
M1569,3D Print,2023-01-28,East,Inactive
M1570,Compressor,2023-01-09,East,Inactive
M1571,Welder,2025-02-23,East,Inactive
M1572,Grinder,2024-05-23,North,Inactive
M1573,Press,2024-06-08,South,Inactive
M1574,CNC-Machine,2023-02-05,West,Active
M1575,Furnace,2022-08-27,West,Active
M1576,CNC-Machine,2023-03-14,East,Inactive
M1577,Conveyor,2023-06-10,West,Inactive
M1578,Compressor,2024-08-29,North,Inactive
M1579,Press,2024-10-31,East,Active
M1580,Grinder,2022-12-24,East,Inactive
M1581,Packaging Unit,2024-07-30,East,Inactive
M1582,Lathe,2023-02-08,South,Inactive
M1583,Compressor,2024-07-05,South,Inactive
M1584,Packaging Unit,2024-09-05,South,Active
M1585,Grinder,2024-07-25,West,Active
M1586,Drill,2024-09-20,West,Inactive
M1587,Conveyor,2024-06-08,North,Active
M1588,Compressor,2023-05-04,South,Inactive
M1589,3D Print,2024-10-15,North,Inactive
M1590,Laser Cutter,2024-01-07,North,Active
M1591,Laser Cutter,2024-01-22,West,Inactive
M1592,Pump,2024-11-28,North,Inactive
M1593,Laser Cutter,2024-08-09,East,Inactive
M1594,Conveyor,2025-02-18,South,Inactive
M1595,Press,2022-08-10,East,Active
M1596,Compressor,2024-10-10,West,Inactive
M1597,Pump,2023-07-11,North,Inactive
M1598,Laser Cutter,2022-11-22,West,Inactive
M1599,3D Print,2025-05-19,North,Inactive
M1600,Drill,2022-08-01,South,Inactive
M1601,Lathe,2024-11-06,North,Inactive
M1602,Compressor,2023-03-08,South,Inactive
M1603,Lathe,2024-01-01,North,Inactive
M1604,Welder,2023-04-07,East,Active
M1605,3D Print,2024-10-01,North,Active
M1606,Packaging Unit,2023-06-17,West,Inactive
M1607,Welder,2025-06-13,North,Active
M1608,Welder,2025-04-03,West,Inactive
M1609,Mixer,2025-03-26,North,Inactive
M1610,Furnace,2025-01-09,North,Active
M1611,Grinder,2025-03-25,North,Active
M1612,Mixer,2023-12-14,North,Active
M1613,Conveyor,2025-05-28,South,Active
M1614,Mixer,2023-05-12,South,Active
M1615,Lathe,2023-12-27,West,Inactive
M1616,Lathe,2025-03-10,East,Inactive
M1617,Conveyor,2024-09-10,South,Inactive
M1618,Grinder,2024-06-06,West,Inactive
M1619,Drill,2023-02-28,North,Inactive
M1620,3D Print,2023-12-02,North,Active
M1621,Welder,2024-04-10,West,Inactive
M1622,Grinder,2024-05-24,North,Active
M1623,Mixer,2022-12-23,East,Active
M1624,Pump,2023-07-13,West,Inactive
M1625,Pump,2023-05-18,East,Inactive
M1626,Packaging Unit,2025-06-27,West,Inactive
M1627,Packaging Unit,2023-02-01,North,Inactive
M1628,Conveyor,2025-03-25,East,Active
M1629,Conveyor,2022-11-20,North,Inactive
M1630,Laser Cutter,2025-02-17,South,Inactive
M1631,Welder,2022-11-20,South,Inactive
M1632,Drill,2022-11-10,South,Inactive
M1633,Compressor,2023-06-13,West,Inactive
M1634,Pump,2025-04-24,East,Inactive
M1635,Mixer,2025-03-23,West,Active
M1636,Furnace,2025-02-10,West,Inactive
M1637,Conveyor,2024-11-24,East,Inactive
M1638,Grinder,2023-02-02,West,Active
M1639,3D Print,2023-03-08,East,Inactive
M1640,Welder,2024-09-20,North,Active
M1641,Laser Cutter,2024-04-30,East,Inactive
M1642,Drill,2022-12-13,North,Active
M1643,Packaging Unit,2023-04-30,West,Active
M1644,Furnace,2022-10-17,South,Active
M1645,Welder,2022-10-28,South,Active
M1646,Pump,2023-05-08,North,Inactive
M1647,Drill,2024-04-16,North,Inactive
M1648,CNC-Machine,2024-02-14,West,Inactive
M1649,3D Print,2025-01-16,North,Inactive
M1650,Laser Cutter,2022-08-03,North,Active
M1651,Press,2022-12-05,East,Active
M1652,Conveyor,2024-06-20,North,Inactive
M1653,Compressor,2023-11-09,South,Inactive
M1654,Conveyor,2022-07-20,North,Active
M1655,Compressor,2023-02-23,North,Inactive
M1656,Drill,2025-06-16,West,Inactive
M1657,Grinder,2024-11-29,South,Active
M1658,3D Print,2024-04-08,West,Active
M1659,Furnace,2022-09-01,East,Inactive
M1660,Grinder,2024-02-06,West,Active
M1661,Packaging Unit,2024-01-27,South,Inactive
M1662,Lathe,2023-08-21,East,Active
M1663,Pump,2025-06-12,North,Inactive
M1664,Laser Cutter,2024-01-19,South,Active
M1665,Drill,2023-10-01,East,Active
M1666,Drill,2022-09-15,South,Active
M1667,Lathe,2024-02-10,West,Inactive
M1668,Drill,2022-11-20,East,Inactive
M1669,Furnace,2023-03-11,North,Inactive
M1670,Mixer,2025-05-07,North,Active
M1671,Furnace,2023-03-21,North,Inactive
M1672,3D Print,2024-12-20,South,Active
M1673,Laser Cutter,2024-04-04,West,Inactive
M1674,Furnace,2023-10-11,West,Inactive
M1675,Conveyor,2023-12-20,South,Inactive
M1676,Mixer,2023-10-30,South,Active
M1677,Furnace,2023-10-30,North,Active
M1678,Conveyor,2023-01-17,East,Active
M1679,Packaging Unit,2023-01-14,South,Inactive
M1680,Grinder,2023-06-07,East,Inactive
M1681,Pump,2024-02-28,South,Inactive
M1682,Compressor,2022-08-18,North,Active
M1683,Packaging Unit,2024-08-02,East,Inactive
M1684,Press,2024-04-12,South,Active
M1685,Drill,2022-08-08,East,Active
M1686,CNC-Machine,2022-10-20,South,Inactive
M1687,Laser Cutter,2022-07-29,North,Inactive
M1688,Grinder,2023-10-16,South,Active
M1689,CNC-Machine,2022-10-17,East,Inactive
M1690,Press,2025-05-26,East,Inactive
M1691,Press,2024-12-16,East,Active
M1692,Laser Cutter,2024-11-23,North,Inactive
M1693,Press,2024-01-25,South,Inactive
M1694,Furnace,2022-09-18,East,Inactive
M1695,Compressor,2024-09-19,South,Inactive
M1696,Drill,2025-06-01,South,Active
M1697,Conveyor,2022-11-19,North,Active
M1698,3D Print,2024-09-18,South,Active
M1699,Grinder,2022-11-08,South,Active
M1700,Drill,2022-08-27,East,Active
M1701,Lathe,2023-10-14,East,Active
M1702,Conveyor,2025-01-18,East,Inactive
M1703,Furnace,2023-12-11,North,Inactive
M1704,Furnace,2022-10-17,West,Active
M1705,Welder,2025-07-08,East,Inactive
M1706,Welder,2022-09-08,South,Inactive
M1707,CNC-Machine,2023-11-30,North,Inactive
M1708,Packaging Unit,2023-03-09,East,Inactive
M1709,Lathe,2023-01-02,South,Active
M1710,Compressor,2024-04-26,North,Active
M1711,3D Print,2025-02-15,East,Inactive
M1712,Packaging Unit,2024-07-27,East,Inactive
M1713,Laser Cutter,2022-12-13,South,Inactive
M1714,Conveyor,2024-06-25,North,Inactive
M1715,Laser Cutter,2024-12-05,East,Inactive
M1716,Pump,2024-02-01,North,Active
M1717,Welder,2024-07-24,South,Active
M1718,Packaging Unit,2023-12-17,East,Active
M1719,3D Print,2024-03-05,East,Active
M1720,Compressor,2024-02-06,West,Active
M1721,Furnace,2023-12-27,South,Inactive
M1722,Conveyor,2025-05-25,West,Active
M1723,CNC-Machine,2024-03-09,West,Active
M1724,Conveyor,2024-05-05,North,Active
M1725,Drill,2023-08-08,South,Inactive
M1726,Mixer,2024-05-30,West,Inactive
M1727,Grinder,2022-09-17,South,Active
M1728,Welder,2023-11-08,West,Active
M1729,Lathe,2025-05-24,South,Inactive
M1730,Grinder,2023-09-23,East,Inactive
M1731,Laser Cutter,2024-12-13,East,Active
M1732,Welder,2022-12-08,North,Active
M1733,Pump,2024-07-16,East,Inactive
M1734,Packaging Unit,2025-03-01,East,Active
M1735,Compressor,2024-06-23,East,Inactive
M1736,Laser Cutter,2025-04-22,South,Active
M1737,Mixer,2023-06-25,South,Active
M1738,Pump,2025-05-23,West,Inactive
M1739,Laser Cutter,2025-01-05,East,Inactive
M1740,3D Print,2023-08-10,West,Active
M1741,Mixer,2025-04-16,South,Inactive
M1742,Press,2025-02-17,East,Active
M1743,Press,2022-11-08,East,Active
M1744,Compressor,2025-07-04,North,Inactive
M1745,Lathe,2024-02-11,West,Inactive
M1746,Packaging Unit,2023-04-06,North,Active
M1747,Compressor,2024-04-21,North,Inactive
M1748,Drill,2024-11-21,West,Active
M1749,Laser Cutter,2025-04-04,East,Inactive
M1750,Drill,2023-03-13,South,Active
M1751,Grinder,2024-01-05,West,Active
M1752,Lathe,2024-09-28,South,Active
M1753,CNC-Machine,2023-07-13,East,Active
M1754,3D Print,2022-08-24,South,Active
M1755,Pump,2023-06-14,East,Active
M1756,Compressor,2025-07-08,West,Active
M1757,Packaging Unit,2023-01-12,West,Active
M1758,Compressor,2023-03-03,West,Inactive
M1759,Laser Cutter,2025-04-14,South,Active
M1760,Packaging Unit,2024-09-15,North,Active
M1761,Packaging Unit,2024-02-24,West,Inactive
M1762,CNC-Machine,2025-07-02,West,Active
M1763,Press,2024-04-23,East,Inactive
M1764,3D Print,2022-10-16,South,Active
M1765,Grinder,2025-04-02,West,Inactive
M1766,Laser Cutter,2022-11-16,West,Inactive
M1767,Grinder,2023-04-18,North,Inactive
M1768,Lathe,2023-06-11,South,Active
M1769,Drill,2025-03-22,South,Inactive
M1770,Packaging Unit,2023-09-09,South,Inactive
M1771,Conveyor,2025-05-28,West,Active
M1772,3D Print,2023-10-11,East,Active
M1773,Pump,2022-07-28,North,Active
M1774,Pump,2024-12-25,South,Active
M1775,Conveyor,2024-06-26,West,Inactive
M1776,Welder,2024-11-07,West,Inactive
M1777,Packaging Unit,2023-03-04,East,Active
M1778,Welder,2023-01-21,South,Active
M1779,Grinder,2025-01-13,West,Active
M1780,Lathe,2022-12-05,North,Active
M1781,CNC-Machine,2023-03-13,East,Active
M1782,Grinder,2023-05-21,East,Active
M1783,Laser Cutter,2024-01-03,East,Active
M1784,Welder,2024-06-05,South,Inactive
M1785,Conveyor,2024-10-21,North,Inactive
M1786,3D Print,2023-02-15,South,Active
M1787,Drill,2024-01-04,East,Inactive
M1788,Mixer,2023-07-03,South,Active
M1789,3D Print,2023-06-27,North,Inactive
M1790,Furnace,2024-09-06,South,Inactive
M1791,Lathe,2022-09-09,North,Active
M1792,Drill,2025-04-29,South,Inactive
M1793,Drill,2024-03-23,South,Inactive
M1794,CNC-Machine,2025-07-09,North,Active
M1795,Compressor,2024-04-16,North,Inactive
M1796,Lathe,2024-09-24,North,Active
M1797,Compressor,2024-12-18,North,Inactive
M1798,Lathe,2023-08-04,North,Inactive
M1799,Furnace,2025-03-07,East,Inactive
M1800,Drill,2023-03-04,North,Inactive
M1801,Laser Cutter,2024-12-24,North,Inactive
M1802,Conveyor,2022-10-30,East,Active
M1803,Grinder,2025-05-16,South,Active
M1804,Packaging Unit,2025-01-11,East,Inactive
M1805,3D Print,2023-12-23,West,Inactive
M1806,Compressor,2023-07-27,North,Inactive
M1807,Conveyor,2025-03-05,South,Inactive
M1808,Laser Cutter,2025-03-28,North,Inactive
M1809,Press,2025-01-21,South,Inactive
M1810,Welder,2025-01-17,East,Active
M1811,3D Print,2024-02-10,South,Inactive
M1812,Welder,2024-11-11,East,Inactive
M1813,Welder,2023-01-14,South,Inactive
M1814,Compressor,2024-04-03,West,Active
M1815,Packaging Unit,2023-02-08,North,Active
M1816,Welder,2024-10-28,West,Inactive
M1817,Laser Cutter,2022-11-01,South,Active
